ticker,region,sub_region,country,objective,asset_class,hedge_ccy,leverage_typ,emerging_mkt,single_stock
100D,Europe,Northern Europe,United Kingdom,Large Cap,Equity,nan,nan,False,False
100H,Europe,Northern Europe,United Kingdom,Large Cap,Equity,nan,nan,False,False
1OIS,,,,Energy,Commodity,nan,Short,False,False
2BRT,,,,Energy,Commodity,nan,Long,False,False
2BUL,,,,Precious Metals,Commodity,nan,Long,False,False
2NGA,,,,Energy,Commodity,nan,Long,False,False
3CFL,,,,Agriculture & Livestock,Commodity,nan,Long,False,False
3IN,,,,Infrastructure,Equity,nan,nan,False,False
3SUL,,,,Agriculture & Livestock,Commodity,nan,Long,False,False
3WHL,,,,Agriculture & Livestock,Commodity,nan,Long,False,False
500D,Americas,Northern America,United States,Large Cap,Equity,nan,nan,False,False
500G,Americas,Northern America,United States,Large Cap,Equity,nan,nan,False,False
500P,Americas,Northern America,United States,Large Cap,Equity,nan,nan,False,False
500U,Americas,Northern America,United States,Large Cap,Equity,nan,nan,False,False
5ESG,Americas,Northern America,United States,Large Cap,Equity,GBP,nan,False,False
5HED,,,,Value,Equity,nan,nan,False,False
5HEP,,,,Value,Equity,nan,nan,False,False
5HGG,,,,Value,Equity,nan,nan,False,False
5HGU,,,,Value,Equity,nan,nan,False,False
5OGU,Americas,Northern America,United States,Value,Equity,nan,nan,False,False
AADV,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
AAEV,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
AAIF,Asia,,,Income,Equity,nan,nan,False,False
AAS,Asia,,,Small/Mid Cap,Equity,nan,nan,False,False
AASG,Asia,,,Large/Mid Cap,Equity,nan,nan,True,False
AASU,Asia,,,Large/Mid Cap,Equity,nan,nan,True,False
AATG,Europe,Northern Europe,United Kingdom,Technology,VCT,nan,nan,False,False
AAVC,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
ABD,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
ACIC,Asia,Eastern Asia,China,Large/Mid Cap,Equity,nan,nan,False,False
ACWD,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
ACWI,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
ACWL,,,,Large/Mid Cap,Equity,nan,nan,False,False
ACWU,,,,Large/Mid Cap,Equity,nan,nan,False,False
ADIG,,,,Multi Asset,Multi Asset,nan,nan,False,False
AEGG,,,,Aggregate,Fixed Income,GBP,nan,False,False
AEI,Europe,Northern Europe,United Kingdom,Income,Equity,nan,nan,False,False
AEJ,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
AEJL,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
AEMD,,,,Large/Mid Cap,Equity,nan,nan,True,False
AEME,,,,Large/Mid Cap,Equity,nan,nan,True,False
AEMU,,,,Large/Mid Cap,Equity,nan,nan,True,False
AERI,,,,Clean Energy,Equity,nan,nan,False,False
AERS,,,,Clean Energy,Equity,nan,nan,False,False
AGAP,,,,Agriculture & Livestock,Commodity,nan,nan,False,False
AGBP,,,,Aggregate,Fixed Income,GBP,nan,False,False
AGCP,,,,Broad Based,Commodity,nan,nan,False,False
AGED,,,,Ageing Population,Equity,nan,nan,False,False
AGES,,,,Ageing Population,Equity,nan,nan,False,False
AGGB,,,,Agriculture & Livestock,Commodity,nan,nan,False,False
AGGG,,,,Aggregate,Fixed Income,nan,nan,False,False
AGGP,,,,Agriculture & Livestock,Commodity,nan,nan,False,False
AGGU,,,,Aggregate,Fixed Income,USD,nan,False,False
AGHG,,,,Aggregate,Fixed Income,nan,nan,False,False
AGRU,,,,Agriculture & Livestock,Commodity,nan,nan,False,False
AGT,,,,All Cap,Equity,nan,nan,False,False
AH50,Asia,Eastern Asia,China,Large Cap,Equity,nan,nan,False,False
AIAG,,,,Artificial Intelligence,Equity,nan,nan,False,False
AIAI,,,,Artificial Intelligence,Equity,nan,nan,False,False
AIE,Asia,Southern Asia,India,All Cap,Equity,nan,nan,False,False
AIGA,,,,Agriculture & Livestock,Commodity,nan,nan,False,False
AIGC,,,,Broad Based,Commodity,nan,nan,False,False
AIGE,,,,Energy,Commodity,nan,nan,False,False
AIGG,,,,Agriculture & Livestock,Commodity,nan,nan,False,False
AIGI,,,,Industrial Metals,Commodity,nan,nan,False,False
AIGL,,,,Agriculture & Livestock,Commodity,nan,nan,False,False
AIGO,,,,Energy,Commodity,nan,nan,False,False
AIGP,,,,Precious Metals,Commodity,nan,nan,False,False
AIGS,,,,Agriculture & Livestock,Commodity,nan,nan,False,False
AJG,Asia,Eastern Asia,Japan,Growth,Equity,nan,nan,False,False
AJIT,Asia,Eastern Asia,Japan,All Cap,Equity,nan,nan,False,False
AJOT,Asia,Eastern Asia,Japan,All Cap,Equity,nan,nan,False,False
ALAG,Americas,Latin America and the Caribbean,,Large/Mid Cap,Equity,nan,nan,False,False
ALAU,Americas,Latin America and the Caribbean,,Large/Mid Cap,Equity,nan,nan,False,False
ALF,,,,Other,Multi Asset,nan,nan,False,False
ALUM,,,,Industrial Metals,Commodity,nan,nan,False,False
ALYU,,,,Industrial Metals,Commodity,nan,nan,False,False
AMAL,,,,Islamic,Equity,nan,nan,False,False
AMAP,,,,Islamic,Equity,nan,nan,False,False
AMAT,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
AMEG,,,,Large/Mid Cap,Equity,nan,nan,True,False
ANII,Asia,Southern Asia,India,All Cap,Equity,nan,nan,False,False
ANRJ,Europe,,,Energy,Equity,nan,nan,False,False
ANXG,Americas,Northern America,United States,Technology,Equity,nan,nan,False,False
ANXU,Americas,Northern America,United States,Technology,Equity,nan,nan,False,False
AOF,Africa,,,All Cap,Equity,nan,nan,False,False
APAX,,,,Large/Mid Cap,Equity,nan,nan,False,False
APEO,,,,Private Equity,Equity,nan,nan,False,False
EWSX,Americas,Northern America,United States,Large Cap,Equity,,,False,False
APEX,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
AQWA,,,,Utilities - Water,Equity,nan,nan,False,False
SPXL,Americas,Northern America,United States,Large Cap,Equity,,,False,False
AQWG,,,,Utilities - Water,Equity,nan,nan,False,False
SPYL,Americas,Northern America,United States,Large Cap,Equity,,,False,False
ARR,Europe,Northern Europe,United Kingdom,All Cap,Equity,nan,nan,False,False
ARTL,,,,Aggregate,Fixed Income,nan,nan,False,False
ASCI,Europe,Northern Europe,United Kingdom,Small Cap,Equity,nan,nan,False,False
ASDV,Asia,,,Income,Equity,nan,nan,False,False
ASHR,Asia,Eastern Asia,China,Large/Mid Cap,Equity,nan,nan,False,False
ASIL,Asia,Eastern Asia,China,Large/Mid Cap,Equity,nan,nan,False,False
ASIT,Europe,Northern Europe,United Kingdom,Small Cap,Equity,nan,nan,False,False
ASIU,Asia,Eastern Asia,China,Large/Mid Cap,Equity,nan,nan,False,False
ASL,Europe,Northern Europe,United Kingdom,Small Cap,Equity,nan,nan,False,False
ASPY,,,,Cybersecurity,Equity,nan,nan,True,False
AT1,Europe,,,AT1,Fixed Income,nan,nan,False,False
AT1D,Europe,,,AT1,Fixed Income,nan,nan,False,False
AT1P,Europe,,,AT1,Fixed Income,nan,nan,False,False
AT1S,Europe,,,AT1,Fixed Income,GBP,nan,False,False
ATR,Asia,,,All Cap,Equity,nan,nan,False,False
ATS,Europe,Northern Europe,United Kingdom,All Cap,Equity,nan,nan,False,False
ATST,,,,All Cap,Equity,nan,nan,False,False
ATT,,,,Technology,Equity,nan,nan,False,False
ATY,Europe,Northern Europe,United Kingdom,Small Cap,Equity,nan,nan,False,False
AUAD,Oceania,Australia and New Zealand,Australia,Large/Mid Cap,Equity,nan,nan,False,False
AUCO,,,,Mining - Gold,Equity,nan,nan,False,False
AUCP,,,,Mining - Gold,Equity,nan,nan,False,False
AUEG,,,,Large/Mid Cap,Equity,nan,nan,True,False
AUEM,,,,Large/Mid Cap,Equity,nan,nan,True,False
AUGA,Oceania,Australia and New Zealand,Australia,Large/Mid Cap,Equity,GBP,nan,False,False
AUGM,,,,Fintech,Equity,nan,nan,False,False
AUSC,Europe,Northern Europe,United Kingdom,Small Cap,Equity,nan,nan,False,False
AWEM,,,,Large/Mid Cap,Equity,nan,nan,True,False
AWSG,,,,Large/Mid Cap,Equity,GBP,nan,False,False
AWSR,,,,Large/Mid Cap,Equity,USD,nan,False,False
AXI,Europe,,,Financial Services,Equity,nan,nan,False,False
BAF,,,,All Cap,Equity,nan,nan,False,False
BASC,Americas,Northern America,United States,Small Cap,Equity,nan,nan,False,False
BATG,,,,Batteries,Equity,nan,nan,False,False
BATT,,,,Batteries,Equity,nan,nan,False,False
BB3M,Americas,Northern America,United States,Cash,Fixed Income,nan,nan,False,False
BBCS,Americas,Northern America,United States,Small Cap,Equity,nan,nan,False,False
BBDD,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
BBDS,Americas,Northern America,United States,Small Cap,Equity,nan,nan,False,False
BBGE,Europe,,,Government,Fixed Income,nan,nan,False,False
BBGI,,,,Infrastructure,Equity,nan,nan,False,False
BBH,,,,Healthcare,Equity,nan,nan,False,False
BBIL,Americas,Northern America,United States,Government,Fixed Income,nan,nan,False,False
BBLL,Americas,Northern America,United States,Government,Fixed Income,nan,nan,False,False
BBM3,Americas,Northern America,United States,Cash,Fixed Income,nan,nan,False,False
BBRT,Americas,Northern America,United States,Government,Fixed Income,nan,nan,False,False
BBSC,Americas,Northern America,United States,Small Cap,Equity,nan,nan,False,False
BBSD,Americas,Northern America,United States,Small Cap,Equity,nan,nan,False,False
BBSU,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
BBTP,Americas,Northern America,United States,Government,Fixed Income,GBP,nan,False,False
BBTR,Americas,Northern America,United States,Government,Fixed Income,nan,nan,False,False
BBUD,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
BBUS,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
BCCU,,,,Broad Based,Commodity,nan,nan,False,False
BCHN,,,,Blockchain,Equity,nan,nan,False,False
BCHS,,,,Blockchain,Equity,nan,nan,False,False
BCOG,,,,Broad Based,Commodity,nan,nan,False,False
BCOM,,,,Broad Based,Commodity,nan,nan,False,False
BEMO,,,,Large/Mid Cap,Equity,nan,nan,True,False
BERI,,,,Energy,Equity,nan,nan,False,False
BGCG,Asia,Eastern Asia,China,All Cap,Equity,nan,nan,False,False
BGEU,Europe,,,Growth,Equity,nan,nan,False,False
BGFD,Asia,Eastern Asia,Japan,All Cap,Equity,nan,nan,False,False
BGHL,,,,Multi Asset,Multi Asset,nan,nan,False,False
BGHS,,,,Multi Asset,Multi Asset,nan,nan,False,False
BGLF,,,,Loans,Fixed Income,nan,nan,False,False
BGLP,,,,Loans,Fixed Income,nan,nan,False,False
BGS,Asia,Eastern Asia,Japan,Small Cap,Equity,nan,nan,False,False
BGUK,Europe,Northern Europe,United Kingdom,Growth,Equity,nan,nan,False,False
BGX,Europe,Eastern Europe,Bulgaria,Large/Mid Cap,Equity,nan,nan,False,False
BHMG,,,,Multi Asset,Multi Asset,nan,nan,False,False
BHMU,,,,Multi Asset,Multi Asset,nan,nan,False,False
BIGT,,,,Healthcare Innovations,Equity,nan,nan,False,False
BIOG,,,,Healthcare Innovations,Equity,nan,nan,False,False
BIOT,,,,Healthcare Innovations,Equity,nan,nan,False,False
BIPS,,,,Aggregate,Fixed Income,nan,nan,False,False
BKCG,,,,Blockchain,Equity,nan,nan,False,False
BKCH,,,,Blockchain,Equity,nan,nan,False,False
BKCN,,,,Blockchain,Equity,nan,nan,False,False
BLOK,,,,Blockchain,Equity,nan,nan,False,False
BMD,,,,Aggregate,Fixed Income,nan,nan,False,False
BNKE,Europe,,,Financial Services,Equity,nan,nan,False,False
BNKR,,,,All Cap,Equity,nan,nan,False,False
BNKS,Americas,Northern America,United States,Financial Services,Equity,nan,nan,False,False
BOTG,,,,Automation & Robotics,Equity,nan,nan,False,False
BOTZ,,,,Automation & Robotics,Equity,nan,nan,False,False
BPCP,,,,Healthcare,Equity,nan,nan,False,False
BPCR,,,,Healthcare,Equity,nan,nan,False,False
BRFI,,,,Frontier Markets,Equity,nan,nan,False,False
BRGE,Europe,,,All Cap,Equity,nan,nan,False,False
BRIC,,,,BRIC,Equity,nan,nan,True,False
BRIG,Europe,Northern Europe,United Kingdom,All Cap,Equity,nan,nan,False,False
BRLA,Americas,Latin America and the Caribbean,,Large/Mid Cap,Equity,nan,nan,False,False
BRNG,,,,Energy,Commodity,nan,nan,False,False
BRNT,,,,Energy,Commodity,nan,nan,False,False
BRSA,Americas,Northern America,United States,Clean Energy,Equity,nan,nan,False,False
BRSC,Europe,Northern Europe,United Kingdom,Small Cap,Equity,nan,nan,False,False
BRT3,,,,Energy,Commodity,nan,nan,False,False
BRTG,,,,Energy,Commodity,nan,nan,False,False
BRTU,,,,Energy,Commodity,nan,nan,False,False
BRWM,,,,Mining,Equity,nan,nan,False,False
BRZ,Americas,Latin America and the Caribbean,Brazil,Large/Mid Cap,Equity,nan,nan,False,False
BSC,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
BSIF,,,,Clean Energy,Equity,nan,nan,False,False
BSRT,,,,Mining,Equity,nan,nan,False,False
BSUS,Americas,Northern America,United States,Corporate,Fixed Income,GBP,nan,False,False
BSV,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
BTEC,Americas,Northern America,United States,Healthcare Innovations,Equity,nan,nan,False,False
BTEE,Americas,Northern America,United States,Healthcare Innovations,Equity,nan,nan,False,False
BTEK,Americas,Northern America,United States,Healthcare Innovations,Equity,nan,nan,False,False
BUG,,,,Cybersecurity,Equity,nan,nan,False,False
BUGG,,,,Cybersecurity,Equity,nan,nan,False,False
BULL,,,,Precious Metals,Commodity,nan,nan,False,False
BULP,,,,Precious Metals,Commodity,nan,nan,False,False
BUT,,,,All Cap,Equity,nan,nan,False,False
BUYB,,,,Buyback,Equity,nan,nan,False,False
BVT,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
BYBG,Americas,Northern America,United States,Buyback,Equity,nan,nan,False,False
BYBU,Americas,Northern America,United States,Buyback,Equity,nan,nan,False,False
C300,Asia,Eastern Asia,China,Large Cap,Equity,nan,nan,False,False
C500,Asia,Eastern Asia,China,Mid Cap,Equity,nan,nan,False,False
C50U,Europe,,,Large Cap,Equity,nan,nan,False,False
C5KE,,,,Social and Economic Empowerment,Equity,nan,nan,False,False
C5KF,,,,Sustainable Food,Equity,nan,nan,False,False
C5KG,,,,Clean Energy,Equity,nan,nan,False,False
C5KH,,,,Health and Wellbeing,Equity,nan,nan,False,False
C5KW,,,,Utilities - Water,Equity,nan,nan,False,False
CA3S,Asia,Eastern Asia,China,Large Cap,Equity,nan,nan,False,False
CACX,Europe,Western Europe,France,Large Cap,Equity,nan,nan,False,False
CAPE,Europe,,,Value,Equity,nan,nan,False,False
CAPS,,,,Large/Mid Cap,Equity,nan,nan,False,False
CAPU,Americas,Northern America,United States,Value,Equity,nan,nan,False,False
CARB,,,,Carbon Emission,Commodity,nan,nan,False,False
CARP,,,,Carbon Emission,Commodity,nan,nan,False,False
CARS,,,,Electric Cars,Equity,nan,nan,False,False
CASE,Asia,Eastern Asia,China,Large/Mid Cap,Equity,nan,nan,False,False
CASH,Asia,Eastern Asia,China,Large/Mid Cap,Equity,nan,nan,False,False
CAT,,,,Other,Multi Asset,nan,nan,False,False
CATC,,,,Other,Multi Asset,nan,nan,False,False
CATH,,,,Large/Mid Cap,Equity,nan,nan,False,False
CATL,,,,Agriculture & Livestock,Commodity,nan,nan,False,False
CAUG,Asia,Eastern Asia,China,Electric Cars,Equity,nan,nan,False,False
CAUT,Asia,Eastern Asia,China,Electric Cars,Equity,nan,nan,False,False
CAVE,,,,Smart Home,Equity,nan,nan,False,False
CB5,,,,Financial Services,Equity,nan,nan,False,False
CBA,,,,Other,Multi Asset,nan,nan,False,False
CBDP,Americas,,,Cannabis,Equity,nan,nan,False,False
CBDX,Americas,,,Cannabis,Equity,nan,nan,False,False
CBE3,Europe,,,Government,Fixed Income,nan,nan,False,False
CBGB,Asia,Eastern Asia,China,Government,Fixed Income,nan,nan,False,False
CBIG,Asia,Eastern Asia,China,Healthcare Innovations,Equity,nan,nan,False,False
CBIO,Asia,Eastern Asia,China,Healthcare Innovations,Equity,nan,nan,False,False
CBND,Asia,Eastern Asia,China,Government,Fixed Income,nan,nan,False,False
CBS5,Americas,Northern America,United States,Corporate,Fixed Income,nan,nan,False,False
CBSE,Europe,,,Corporate,Fixed Income,nan,nan,False,False
CBU0,Americas,Northern America,United States,Government,Fixed Income,nan,nan,False,False
CBU3,Americas,Northern America,United States,Government,Fixed Income,nan,nan,False,False
CBU7,Americas,Northern America,United States,Government,Fixed Income,nan,nan,False,False
CBUG,Americas,Northern America,United States,Government,Fixed Income,GBP,nan,False,False
CC1U,Asia,Eastern Asia,China,Technology,Equity,nan,nan,False,False
CCAU,Americas,Northern America,Canada,Large/Mid Cap,Equity,nan,nan,False,False
CCBO,Europe,,,AT1,Fixed Income,nan,nan,False,False
CCDG,Asia,Eastern Asia,China,Cloud Computing and Internet,Equity,nan,nan,False,False
CCJI,Asia,Eastern Asia,Japan,All Cap,Equity,nan,nan,False,False
CCLD,Asia,Eastern Asia,China,Cloud Computing and Internet,Equity,nan,nan,False,False
CCLG,Asia,Eastern Asia,China,Clean Energy,Equity,nan,nan,False,False
CCLN,Asia,Eastern Asia,China,Clean Energy,Equity,nan,nan,False,False
CCUA,,,,Broad Based,Commodity,nan,Long,False,False
CDCE,Europe,,,Consumer Discretionary,Equity,nan,nan,False,False
CDIS,Europe,,,Consumer Discretionary,Equity,nan,nan,False,False
CDTR,,,,Broad Based,Commodity,nan,nan,False,False
CE01,Europe,,,Government,Fixed Income,nan,nan,False,False
CE2D,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
CE31,Europe,,,Government,Fixed Income,nan,nan,False,False
CE71,Europe,,,Government,Fixed Income,nan,nan,False,False
CEA1,Asia,,,Large/Mid Cap,Equity,nan,nan,True,False
CEBG,Asia,Eastern Asia,China,All Cap,Equity,nan,nan,False,False
CEG2,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
CEMA,Asia,,,Large/Mid Cap,Equity,nan,nan,True,False
CEMG,,,,Consumer Growth,Equity,nan,nan,True,False
CES1,Europe,,,Small Cap,Equity,nan,nan,False,False
CESG,,,,Large Cap,Equity,nan,nan,False,False
CEU1,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
CEU2,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
CEUG,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
CEUR,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
CG1,Europe,Western Europe,Germany,Large Cap,Equity,nan,nan,False,False
CGB,Asia,Eastern Asia,China,Government,Fixed Income,nan,nan,False,False
CGI,Americas,Northern America,Canada,Large/Mid Cap,Equity,nan,nan,False,False
CGL,,,,Multi Asset,Multi Asset,nan,nan,False,False
CGT,,,,Multi Asset,Multi Asset,nan,nan,False,False
CGW,,,,Micro Cap,Equity,nan,nan,False,False
CH5,,,,Healthcare Innovations,Equity,nan,nan,False,False
CHGB,,,,Currency,Currency,nan,nan,False,False
CHGT,Asia,Eastern Asia,China,Government,Fixed Income,nan,nan,False,False
CHI,Europe,Northern Europe,United Kingdom,Income,Equity,nan,nan,False,False
CHIB,Europe,Northern Europe,United Kingdom,Income,Equity,nan,nan,False,False
CHIC,Asia,Eastern Asia,China,Large Cap,Equity,nan,nan,False,False
CHIN,Asia,Eastern Asia,China,Large Cap,Equity,nan,nan,False,False
CHIP,Asia,Eastern Asia,China,Large Cap,Equity,nan,nan,False,False
CHNT,Asia,Eastern Asia,China,Government,Fixed Income,nan,nan,False,False
CHPA,Asia,Eastern Asia,China,All Cap,Equity,nan,nan,False,False
CHRG,,,,Batteries,Equity,nan,nan,False,False
CHTE,Asia,Eastern Asia,China,Technology,Equity,nan,nan,False,False
CI2G,Asia,Southern Asia,India,Large/Mid Cap,Equity,nan,nan,False,False
CI2U,Asia,Southern Asia,India,Large/Mid Cap,Equity,nan,nan,False,False
CIBR,,,,Cybersecurity,Equity,nan,nan,False,False
CIND,Americas,Northern America,United States,Industrials,Equity,nan,nan,False,False
CIRC,,,,Circular Economy,Equity,nan,nan,False,False
CJ1U,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
CJPU,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
CKEG,,,,Social and Economic Empowerment,Equity,nan,nan,False,False
CKFG,,,,Sustainable Food,Equity,nan,nan,False,False
CKGG,,,,Clean Energy,Equity,nan,nan,False,False
CKHG,,,,Health and Wellbeing,Equity,nan,nan,False,False
CKWG,,,,Utilities - Water,Equity,nan,nan,False,False
CLC,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
CLDN,,,,Multi Asset,Multi Asset,nan,nan,False,False
CLEU,,,,Climate Transition,Equity,nan,nan,False,False
CLIM,,,,Corporate,Fixed Income,nan,nan,False,False
CLMA,,,,Climate Transition,Equity,nan,nan,False,False
CLMP,,,,Climate Transition,Equity,nan,nan,False,False
CLMU,,,,Corporate,Fixed Income,nan,nan,False,False
CLO,,,,Cloud Computing and Internet,Equity,nan,nan,False,False
CLO6,,,,Cloud Computing and Internet,Equity,nan,nan,False,False
CLUS,,,,Climate Transition,Equity,nan,nan,False,False
CLWD,,,,Climate Transition,Equity,nan,nan,False,False
CM5S,Asia,Eastern Asia,China,Mid Cap,Equity,nan,nan,False,False
CMB1,Europe,Southern Europe,Italy,Large Cap,Equity,nan,nan,False,False
CMBG,,,,Broad Based,Commodity,nan,nan,False,False
CMBU,,,,Broad Based,Commodity,nan,nan,False,False
CMCG,,,,Carbon Emission,Commodity,nan,nan,False,False
CMCI,,,,Broad Based,Commodity,nan,nan,False,False
CMCU,,,,Broad Based,Commodity,nan,nan,False,False
CMFP,,,,Broad Based,Commodity,nan,nan,False,False
CMGB,,,,Broad Based,Commodity,GBP,nan,False,False
CMGG,,,,Broad Based,Commodity,nan,nan,False,False
CMGU,,,,Broad Based,Commodity,nan,nan,False,False
CMOC,,,,Carbon Emission,Commodity,nan,nan,False,False
CMOD,,,,Broad Based,Commodity,nan,nan,False,False
CMOP,,,,Broad Based,Commodity,nan,nan,False,False
CMPG,,,,Growth,Equity,nan,nan,False,False
CMPI,,,,Income,Equity,nan,nan,False,False
CMU,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
CMX1,Americas,Latin America and the Caribbean,Mexico,Large/Mid Cap,Equity,nan,nan,False,False
CMXC,Americas,Latin America and the Caribbean,Mexico,Large/Mid Cap,Equity,nan,nan,False,False
CNAA,Asia,Eastern Asia,China,Large/Mid Cap,Equity,nan,nan,False,False
CNAL,Asia,Eastern Asia,China,Large/Mid Cap,Equity,nan,nan,False,False
CNDX,Americas,Northern America,United States,Technology,Equity,nan,nan,False,False
CNEG,Asia,Eastern Asia,China,Large/Mid Cap,Equity,nan,nan,False,False
CNEU,Asia,Eastern Asia,China,Large/Mid Cap,Equity,nan,nan,False,False
CNEW,Asia,Eastern Asia,China,All Cap,Equity,nan,nan,False,False
CNKY,Asia,Eastern Asia,Japan,Large Cap,Equity,nan,nan,False,False
CNSG,Asia,Eastern Asia,China,Climate Transition,Equity,nan,nan,False,False
CNUA,Asia,Eastern Asia,China,Large/Mid Cap,Equity,nan,nan,False,False
CNX1,Americas,Northern America,United States,Technology,Equity,nan,nan,False,False
CNYA,Asia,Eastern Asia,China,Large/Mid Cap,Equity,nan,nan,False,False
CNYB,Asia,Eastern Asia,China,Government,Fixed Income,nan,nan,False,False
COCB,Europe,,,AT1,Fixed Income,nan,nan,False,False
COCO,,,,Agriculture & Livestock,Commodity,nan,nan,False,False
CODO,Europe,,,AT1,Fixed Income,USD,nan,False,False
COFF,,,,Agriculture & Livestock,Commodity,nan,nan,False,False
COFU,,,,Agriculture & Livestock,Commodity,nan,nan,False,False
COGO,Europe,,,AT1,Fixed Income,GBP,nan,False,False
COMF,,,,Broad Based,Commodity,nan,nan,False,False
COMM,,,,Broad Based,Commodity,nan,nan,False,False
COMX,,,,Broad Based,Commodity,nan,nan,False,False
COPA,,,,Industrial Metals,Commodity,nan,nan,False,False
COPB,,,,Industrial Metals,Commodity,nan,nan,False,False
COPG,,,,Mining - Copper,Equity,nan,nan,False,False
COPX,,,,Mining - Copper,Equity,nan,nan,False,False
CORD,,,,Infrastructure - Digital,Equity,nan,nan,False,False
CORN,,,,Agriculture & Livestock,Commodity,nan,nan,False,False
CORP,,,,Corporate,Fixed Income,nan,nan,False,False
CORU,,,,Agriculture & Livestock,Commodity,nan,nan,False,False
COTN,,,,Agriculture & Livestock,Commodity,nan,nan,False,False
COUK,Europe,Northern Europe,United Kingdom,Corporate,Fixed Income,nan,nan,False,False
CP9G,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
CP9U,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
CPJ1,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
CPRI,,,,Aggregate,Fixed Income,nan,nan,True,False
CPXJ,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
CRBL,,,,Ex Agriculture,Commodity,nan,nan,False,False
CRBU,,,,Ex Agriculture,Commodity,nan,nan,False,False
CRHG,,,,Corporate,Fixed Income,GBP,nan,False,False
CRPA,,,,Corporate,Fixed Income,nan,nan,False,False
CRPS,,,,Corporate,Fixed Income,nan,nan,False,False
CRPU,,,,Corporate,Fixed Income,USD,nan,False,False
CRPX,Europe,,,Corporate,Fixed Income,nan,nan,False,False
CRS,,,,Micro Cap,Equity,nan,nan,False,False
CRUD,,,,Energy,Commodity,nan,nan,False,False
CRUP,,,,Energy,Commodity,nan,nan,False,False
CRWN,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
CS1,Europe,Southern Europe,Spain,Large/Mid Cap,Equity,nan,nan,False,False
CS51,Europe,,,Large Cap,Equity,nan,nan,False,False
CSCA,Americas,Northern America,Canada,Large/Mid Cap,Equity,nan,nan,False,False
CSH2,Europe,,,Cash,Fixed Income,nan,nan,False,False
CSHD,,,,Cash,Fixed Income,nan,nan,False,False
CSJP,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
CSKR,Asia,Eastern Asia,South Korea,Large/Mid Cap,Equity,nan,nan,False,False
CSP1,Americas,Northern America,United States,Large Cap,Equity,nan,nan,False,False
CSPE,Europe,,,Consumer Staples,Equity,nan,nan,False,False
CSPX,Americas,Northern America,United States,Large Cap,Equity,nan,nan,False,False
CSRD,,,,Infrastructure - Digital,Equity,nan,nan,False,False
CSTP,Europe,,,Consumer Staples,Equity,nan,nan,False,False
CSUK,Europe,Northern Europe,United Kingdom,Large/Mid Cap,Equity,nan,nan,False,False
CSUS,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
CSWG,Europe,Western Europe,Switzerland,Large/Mid Cap,Equity,nan,nan,False,False
CSWU,Europe,Western Europe,Switzerland,Large/Mid Cap,Equity,nan,nan,False,False
CSX5,Europe,,,Large Cap,Equity,nan,nan,False,False
CT2B,,,,Smart Cities,Equity,nan,nan,False,False
CTEG,,,,Clean Technology,Equity,nan,nan,False,False
CTEK,,,,Clean Technology,Equity,nan,nan,False,False
CTPE,,,,Private Equity,Equity,nan,nan,False,False
CTUK,Europe,Northern Europe,United Kingdom,All Cap,Equity,nan,nan,False,False
CTY,Europe,Northern Europe,United Kingdom,All Cap,Equity,nan,nan,False,False
CU1,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
