ticker,region,sub_region,country,objective,asset_class,hedge_ccy,leverage_typ,emerging_mkt,single_stock
JREG,,,,Large/Mid Cap,Equity,nan,nan,False,False
JREI,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
JREJ,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
JREM,,,,Large/Mid Cap,Equity,nan,nan,True,False
JREU,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
JREX,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
JREZ,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
JRGD,,,,Large/Mid Cap,Equity,nan,nan,False,False
JRIE,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
JRJE,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
JRMD,,,,Large/Mid Cap,Equity,nan,nan,True,False
JRUB,Americas,Northern America,United States,Corporate,Fixed Income,nan,nan,False,False
JRUD,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
JRUP,Americas,Northern America,United States,Corporate,Fixed Income,GBP,nan,False,False
JRXE,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
JRZD,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
JRZE,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
JSET,Europe,,,Government,Fixed Income,nan,nan,False,False
JSGI,Asia,Eastern Asia,Japan,Small Cap,Equity,nan,nan,False,False
JT13,Asia,Eastern Asia,Japan,Government,Fixed Income,nan,nan,False,False
JU13,Americas,Northern America,United States,Government,Fixed Income,nan,nan,False,False
JUKC,Europe,Northern Europe,United Kingdom,Large Cap,Equity,nan,nan,False,False
JUKE,Europe,Northern Europe,United Kingdom,Large Cap,Equity,nan,nan,False,False
JURE,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
JUSC,Americas,Northern America,United States,Small Cap,Equity,nan,nan,False,False
JZCP,,,,Private Equity,Equity,nan,nan,False,False
KA50,Asia,Eastern Asia,China,Large Cap,Equity,nan,nan,False,False
KARP,,,,Electric Cars,Equity,nan,nan,False,False
KARS,,,,Electric Cars,Equity,nan,nan,False,False
KAY,Europe,Northern Europe,United Kingdom,Technology,VCT,nan,nan,False,False
KBND,Asia,Eastern Asia,China,Aggregate,Fixed Income,nan,nan,False,False
KESG,Asia,Eastern Asia,China,All Cap,Equity,nan,nan,False,False
KLMG,,,,Aggregate,Fixed Income,GBP,nan,False,False
KLWD,,,,Cloud Computing and Internet,Equity,nan,nan,False,False
KOIN,,,,Blockchain,Equity,nan,nan,False,False
KOIP,,,,Blockchain,Equity,nan,nan,False,False
KPC,,,,Large/Mid Cap,Equity,nan,nan,False,False
KRM,,,,Fintech,Equity,nan,nan,False,False
KROG,,,,Food Technology,Equity,nan,nan,False,False
KROP,,,,Food Technology,Equity,nan,nan,False,False
KRW,Asia,Eastern Asia,South Korea,Large/Mid Cap,Equity,nan,nan,False,False
KRWL,Asia,Eastern Asia,South Korea,Large/Mid Cap,Equity,nan,nan,False,False
KSTP,Asia,Eastern Asia,China,Large Cap,Equity,nan,nan,False,False
KSTR,Asia,Eastern Asia,China,Large Cap,Equity,nan,nan,False,False
KURE,Asia,Eastern Asia,China,Healthcare,Equity,nan,nan,False,False
KWBE,Asia,Eastern Asia,China,Cloud Computing and Internet,Equity,nan,nan,False,False
KWBP,Asia,Eastern Asia,China,Cloud Computing and Internet,Equity,nan,nan,False,False
KWEB,Asia,Eastern Asia,China,Cloud Computing and Internet,Equity,nan,nan,False,False
L100,Europe,Northern Europe,United Kingdom,Large Cap,Equity,nan,nan,False,False
L6EW,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
LAGR,,,,Agriculture & Livestock,Commodity,nan,Long,False,False
LALU,,,,Industrial Metals,Commodity,nan,Long,False,False
LAUU,Oceania,Australia and New Zealand,Australia,Large Cap,Equity,nan,nan,False,False
LAZG,,,,Optical Technology,Equity,nan,nan,False,False
LAZR,,,,Optical Technology,Equity,nan,nan,False,False
LBOW,Europe,Northern Europe,United Kingdom,Real Estate,Fixed Income,nan,nan,False,False
LBRT,,,,Energy,Commodity,nan,Long,False,False
LBUL,,,,Precious Metals,Commodity,nan,Long,False,False
LCAL,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
LCAS,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
LCCN,Asia,Eastern Asia,China,Large/Mid Cap,Equity,nan,nan,False,False
LCFE,,,,Agriculture & Livestock,Commodity,nan,Long,False,False
LCJD,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
LCJG,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,GBP,nan,False,False
LCJP,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
LCNY,,,,Currency,Currency,nan,nan,False,False
LCOC,,,,Agriculture & Livestock,Commodity,nan,Long,False,False
LCOP,,,,Industrial Metals,Commodity,nan,Long,False,False
LCOR,,,,Agriculture & Livestock,Commodity,nan,Long,False,False
LCPE,Europe,,,Value,Equity,nan,nan,False,False
LCRP,Americas,Northern America,United States,Corporate,Fixed Income,nan,nan,False,False
LCUD,Americas,Northern America,United States,Large Cap,Equity,nan,nan,False,False
LCUK,Europe,Northern Europe,United Kingdom,Large Cap,Equity,nan,nan,False,False
LCUS,Americas,Northern America,United States,Large Cap,Equity,nan,nan,False,False
LCWD,,,,Large/Mid Cap,Equity,nan,nan,False,False
LCWL,,,,Large/Mid Cap,Equity,nan,nan,False,False
LDAG,Asia,,,Income,Equity,nan,nan,False,False
LDAP,Asia,,,Income,Equity,nan,nan,False,False
LDCU,Americas,Northern America,United States,Corporate,Fixed Income,nan,nan,False,False
LDEG,Europe,,,Income,Equity,nan,nan,False,False
LDEM,,,,Income,Equity,nan,nan,True,False
LDEU,Europe,,,Income,Equity,nan,nan,False,False
LDME,,,,Income,Equity,nan,nan,True,False
LDUK,Europe,Northern Europe,United Kingdom,Income,Equity,nan,nan,False,False
LEED,,,,Industrial Metals,Commodity,nan,nan,False,False
LEGR,,,,Blockchain,Equity,nan,nan,False,False
LEMA,,,,Large/Mid Cap,Equity,nan,nan,True,False
LEMB,,,,Government,Fixed Income,nan,nan,True,False
LEMD,,,,Large/Mid Cap,Equity,nan,nan,True,False
LEML,,,,Large/Mid Cap,Equity,nan,nan,True,False
LEMV,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
LERN,,,,Education Technology,Equity,nan,nan,False,False
LESU,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
LESW,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
LEU3,,,,Currency,Currency,nan,Long,False,False
LEUR,,,,Currency,Currency,nan,nan,False,False
LGAG,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
LGAP,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
LGB3,,,,Currency,Currency,nan,Long,False,False
LGBP,,,,Currency,Currency,nan,nan,False,False
LGCF,,,,Broad Based,Commodity,nan,nan,False,False
LGCU,,,,Broad Based,Commodity,nan,nan,False,False
LGEG,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
LGEU,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
LGGG,,,,All Cap,Equity,nan,nan,False,False
LGGL,,,,All Cap,Equity,nan,nan,False,False
LGJG,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
LGJP,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
LGUG,Americas,Northern America,United States,All Cap,Equity,nan,nan,False,False
LGUK,Europe,Northern Europe,United Kingdom,All Cap,Equity,nan,nan,False,False
LGUS,Americas,Northern America,United States,All Cap,Equity,nan,nan,False,False
LIFE,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
LITG,,,,Batteries,Equity,nan,nan,False,False
LITU,,,,Batteries,Equity,nan,nan,False,False
LIVP,,,,Agriculture & Livestock,Commodity,nan,nan,False,False
LIVU,,,,Agriculture & Livestock,Commodity,nan,nan,False,False
LJP3,,,,Currency,Currency,nan,Long,False,False
LJPY,,,,Currency,Currency,nan,nan,False,False
LMS,,,,Private Equity,Equity,nan,nan,False,False
LNGA,,,,Energy,Commodity,nan,Long,False,False
LNIK,,,,Industrial Metals,Commodity,nan,Long,False,False
LOCK,,,,Cybersecurity,Equity,nan,nan,False,False
LOIL,,,,Energy,Commodity,nan,Long,False,False
LOUF,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
LOWV,Americas,Northern America,United States,Minimum Volatility,Equity,nan,nan,False,False
LPET,,,,Energy,Commodity,nan,Long,False,False
LPLA,Americas,Latin America and the Caribbean,,Precious Metals,Commodity,nan,Long,False,False
LQDA,Americas,Northern America,United States,Corporate,Fixed Income,nan,nan,False,False
LQDE,Americas,Northern America,United States,Corporate,Fixed Income,nan,nan,False,False
LQDG,Americas,Northern America,United States,Corporate,Fixed Income,nan,nan,False,False
LQDH,Americas,Northern America,United States,Corporate,Fixed Income,nan,nan,False,False
LQDS,Americas,Northern America,United States,Corporate,Fixed Income,nan,nan,False,False
LQEE,Americas,Northern America,United States,Corporate,Fixed Income,EUR,nan,False,False
LQGH,Americas,Northern America,United States,Corporate,Fixed Income,GBP,nan,False,False
LRNG,,,,Education Technology,Equity,nan,nan,False,False
LSAA,,,,Other,Multi Asset,nan,nan,False,False
LSIL,,,,Precious Metals,Commodity,nan,Long,False,False
LSPU,Americas,Northern America,United States,Large Cap,Equity,nan,nan,False,False
LSPX,Americas,Northern America,United States,Large Cap,Equity,nan,nan,False,False
LSUG,,,,Agriculture & Livestock,Commodity,nan,Long,False,False
LTAM,Americas,Latin America and the Caribbean,,Large/Mid Cap,Equity,nan,nan,False,False
LTI,,,,Multi Asset,Multi Asset,nan,nan,False,False
LUD5,,,,Currency,Currency,nan,Long,False,False
LUK2,Europe,Northern Europe,United Kingdom,Large Cap,Equity,nan,Long,False,False
LUMV,Americas,Northern America,United States,Minimum Volatility,Equity,nan,nan,False,False
LUSC,Americas,Northern America,United States,Corporate,Fixed Income,nan,nan,False,False
LUTR,Americas,Northern America,United States,Government,Fixed Income,nan,nan,False,False
LUXG,,,,Consumer Discretionary,Equity,nan,nan,False,False
LUXU,,,,Consumer Discretionary,Equity,nan,nan,False,False
LVLC,,,,Minimum Volatility,Equity,nan,nan,False,False
LVLG,,,,Minimum Volatility,Equity,nan,nan,False,False
LVNG,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
LWDB,,,,Multi Asset,Multi Asset,nan,nan,False,False
LWEA,,,,Agriculture & Livestock,Commodity,nan,Long,False,False
LWI,Europe,Northern Europe,United Kingdom,All Cap,Equity,nan,nan,False,False
LXUU,,,,Industrial Metals,Commodity,nan,nan,False,False
M9SV,Asia,Eastern Asia,China,Minimum Volatility,Equity,nan,nan,False,False
MACG,,,,Multi Asset - ESG,Equity,nan,nan,False,False
MAGG,,,,Multi Asset - ESG,Equity,nan,nan,False,False
MAGI,,,,Infrastructure,Equity,nan,nan,False,False
MAJE,,,,Multi Asset,Multi Asset,nan,nan,False,False
MAMG,,,,Multi Asset - ESG,Equity,nan,nan,False,False
MATE,,,,Multi Asset,Multi Asset,nan,nan,False,False
MAV4,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
MAVT,,,,Multi Asset,Multi Asset,nan,nan,False,False
MCHN,Asia,Eastern Asia,China,Large/Mid Cap,Equity,nan,nan,False,False
MCHS,Asia,Eastern Asia,China,Large/Mid Cap,Equity,nan,nan,False,False
MCHT,Asia,Eastern Asia,China,Technology,Equity,nan,nan,False,False
MCTS,Asia,Eastern Asia,China,Technology,Equity,nan,nan,False,False
MCUU,,,,Industrial Metals,Commodity,nan,nan,False,False
MDBG,,,,Government,Fixed Income,nan,nan,False,False
MDBU,,,,Government,Fixed Income,nan,nan,False,False
METE,,,,Metaverse,Equity,nan,nan,False,False
METP,,,,Metaverse,Equity,nan,nan,False,False
METR,,,,Metaverse,Equity,nan,nan,False,False
METU,,,,Metaverse,Equity,nan,nan,False,False
MEUD,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
MEUG,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
MEUS,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
MEXP,Americas,Latin America and the Caribbean,Mexico,Government,Fixed Income,nan,nan,False,False
MEXS,Americas,Latin America and the Caribbean,Mexico,Government,Fixed Income,nan,nan,False,False
MFDD,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
MFEX,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
MGCI,,,,Aggregate,Fixed Income,nan,nan,False,False
MHN,,,,Energy,Equity,nan,nan,False,False
MIBX,Europe,Southern Europe,Italy,Large Cap,Equity,nan,nan,False,False
MIDD,Europe,Northern Europe,United Kingdom,Mid Cap,Equity,nan,nan,False,False
MIG,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
MIG1,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
MIG3,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
MIG4,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
MIG5,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
MIGO,Europe,Northern Europe,United Kingdom,All Cap,Equity,nan,nan,False,False
MILL,,,,Millenials,Equity,nan,nan,False,False
MINI,Europe,Northern Europe,United Kingdom,Micro Cap,Equity,nan,nan,False,False
MINT,Americas,Northern America,United States,Corporate,Fixed Income,nan,nan,False,False
MINV,,,,Minimum Volatility,Equity,nan,nan,False,False
MIST,Americas,Northern America,United States,Government,Fixed Income,nan,nan,False,False
MIVO,Europe,,,Minimum Volatility,Equity,nan,nan,False,False
MIX,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
MKUW,Asia,Western Asia,Kuwait,Large/Mid Cap,Equity,nan,nan,False,False
MLPD,Americas,Northern America,United States,Energy Infrastructure,Equity,nan,nan,False,False
MLPI,Americas,Northern America,United States,Energy Infrastructure,Equity,nan,nan,False,False
MLPP,Americas,Northern America,United States,Energy Infrastructure,Equity,nan,nan,False,False
MLPQ,Americas,Northern America,United States,Energy Infrastructure,Equity,nan,nan,False,False
MLPS,Americas,Northern America,United States,Energy Infrastructure,Equity,nan,nan,False,False
MLPX,Americas,Northern America,United States,Energy Infrastructure,Equity,nan,nan,False,False
MMIT,,,,All Cap,Equity,nan,nan,True,False
MMLP,Americas,Northern America,United States,Energy Infrastructure,Equity,nan,nan,False,False
MMS,Europe,,,Small Cap,Equity,nan,nan,False,False
MNKS,,,,Large/Mid Cap,Equity,nan,nan,False,False
MNL,,,,Multi Asset,Multi Asset,nan,nan,False,False
MNP,,,,All Cap,Equity,nan,nan,False,False
MNTC,,,,Private Equity,Equity,nan,nan,False,False
MNTN,,,,Other,Multi Asset,nan,nan,False,False
MOAT,Americas,Northern America,United States,Wide Moat,Equity,nan,nan,False,False
MOBI,,,,Future Mobility,Equity,nan,nan,False,False
MOGB,Americas,Northern America,United States,Wide Moat,Equity,nan,nan,False,False
MPLF,,,,Loans,Fixed Income,nan,nan,False,False
MPLS,,,,Loans,Fixed Income,nan,nan,False,False
MPO,,,,Real Estate,Equity,nan,nan,False,False
MPXG,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
MRC,Europe,Northern Europe,United Kingdom,All Cap,Equity,nan,nan,False,False
MRCH,Europe,Northern Europe,United Kingdom,All Cap,Equity,nan,nan,False,False
MSAP,Asia,Western Asia,Saudi Arabia,Large/Mid Cap,Equity,nan,nan,False,False
MSAU,Asia,Western Asia,Saudi Arabia,Large/Mid Cap,Equity,nan,nan,False,False
MSDG,,,,Large/Mid Cap,Equity,nan,nan,True,False
MSDU,,,,Large/Mid Cap,Equity,nan,nan,True,False
MSED,Europe,,,Large Cap,Equity,nan,nan,False,False
MSEU,Europe,,,Large Cap,Equity,nan,nan,False,False
MSEX,Europe,,,Large Cap,Equity,GBP,nan,False,False
MSRG,,,,Large/Mid Cap,Equity,nan,nan,True,False
MSRU,,,,Large/Mid Cap,Equity,nan,nan,True,False
MTE,Europe,,,Small Cap,Equity,nan,nan,False,False
MTIX,Europe,,,Government,Fixed Income,nan,nan,False,False
MTRL,Europe,,,Materials,Equity,nan,nan,False,False
MTU,Europe,Northern Europe,United Kingdom,Small Cap,Equity,nan,nan,False,False
MTVG,,,,Metaverse,Equity,nan,nan,False,False
MTVR,,,,Metaverse,Equity,nan,nan,False,False
MTXX,Europe,,,Corporate,Fixed Income,nan,nan,False,False
MUNI,Americas,Northern America,United States,Muni,Fixed Income,nan,nan,False,False
MUNS,Americas,Northern America,United States,Muni,Fixed Income,nan,nan,False,False
MUT,Europe,Northern Europe,United Kingdom,All Cap,Equity,nan,nan,False,False
MVCT,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
MVEA,Americas,Northern America,United States,Minimum Volatility,Equity,nan,nan,False,False
MVED,Europe,,,Minimum Volatility,Equity,nan,nan,False,False
MVEE,Europe,,,Minimum Volatility,Equity,nan,nan,False,False
MVEW,,,,Minimum Volatility,Equity,nan,nan,False,False
MVI,,,,Small Cap,Equity,nan,nan,False,False
MVIR,,,,Small/Mid Cap,Equity,nan,nan,False,False
MVOL,,,,Minimum Volatility,Equity,nan,nan,False,False
MVUS,Americas,Northern America,United States,Minimum Volatility,Equity,nan,nan,False,False
MWRD,,,,Large/Mid Cap,Equity,nan,nan,False,False
MWY,,,,Multi Asset,Multi Asset,nan,nan,False,False
MXEU,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
MXFP,,,,Large/Mid Cap,Equity,nan,nan,True,False
MXFS,,,,Large/Mid Cap,Equity,nan,nan,True,False
MXJP,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
MXUD,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
MXUK,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
MXUS,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
MXWO,,,,Large/Mid Cap,Equity,nan,nan,False,False
MXWS,,,,Large/Mid Cap,Equity,nan,nan,False,False
MYI,,,,All Cap,Equity,nan,nan,False,False
N400,Asia,Eastern Asia,Japan,Small/Mid Cap,Equity,nan,nan,False,False
N4US,Asia,Eastern Asia,Japan,Small/Mid Cap,Equity,USD,nan,False,False
NAIT,Americas,Northern America,,All Cap,Equity,nan,nan,False,False
NAS,,,,Small Cap,Equity,nan,nan,False,False
NASD,Americas,Northern America,United States,Technology,Equity,nan,nan,False,False
NASL,Americas,Northern America,United States,Technology,Equity,nan,nan,False,False
NATO,,,,Defense,Equity,nan,nan,False,False
NATP,,,,Defense,Equity,nan,nan,False,False
NAVF,Asia,Eastern Asia,Japan,Small Cap,Equity,nan,nan,False,False
NBDD,,,,Special Situations,Fixed Income,nan,nan,False,False
NBDG,,,,Special Situations,Fixed Income,nan,nan,False,False
NBDX,,,,Special Situations,Fixed Income,nan,nan,False,False
NBMI,,,,Aggregate,Fixed Income,nan,nan,False,False
NBPE,,,,Private Equity,Equity,nan,nan,False,False
NBPU,,,,Private Equity,Equity,nan,nan,False,False
NCA2,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
NCYF,,,,High Yield,Fixed Income,nan,nan,False,False
NDIA,Americas,Northern America,India,Large/Mid Cap,Equity,nan,nan,False,False
NDUS,Europe,,,Industrials,Equity,nan,nan,False,False
NESF,,,,Clean Energy,Equity,nan,nan,False,False
NESG,Americas,Northern America,United States,Technology,Equity,nan,nan,False,False
NESP,Americas,Northern America,United States,Technology,Equity,nan,nan,False,False
NGAG,,,,Energy,Commodity,nan,nan,False,False
NGAS,,,,Energy,Commodity,nan,nan,False,False
NGAU,,,,Energy,Commodity,nan,nan,False,False
NGSP,,,,Energy,Commodity,nan,nan,False,False
NICK,,,,Industrial Metals,Commodity,nan,nan,False,False
NIKU,,,,Industrial Metals,Commodity,nan,nan,False,False
NRAM,Americas,Northern America,,Large/Mid Cap,Equity,nan,nan,False,False
NRAU,Americas,Northern America,,Large/Mid Cap,Equity,nan,nan,False,False
NRJC,Europe,Western Europe,France,Clean Energy,Equity,nan,nan,False,False
NRJL,,,,Clean Energy,Equity,nan,nan,False,False
NRJU,,,,Clean Energy,Equity,nan,nan,False,False
NSI,,,,Multi Asset,Multi Asset,nan,nan,False,False
NTN,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
NTV,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
NUCG,,,,Clean Energy,Equity,nan,nan,False,False
NUCL,,,,Clean Energy,Equity,nan,nan,False,False
NVT,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
NXTG,,,,Clean Energy,Equity,nan,nan,False,False
NXTU,,,,Clean Energy,Equity,nan,nan,False,False
OAP3,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
OCI,,,,Private Equity,Equity,nan,nan,False,False
OIG,,,,Small Cap,Equity,nan,nan,False,False
OIGB,Americas,Northern America,United States,Oil and Gas Services,Equity,nan,nan,False,False
OIHV,Americas,Northern America,United States,Oil and Gas Services,Equity,nan,nan,False,False
OIL2,,,,Energy,Commodity,nan,nan,False,False
OIL3,,,,Energy,Commodity,nan,nan,False,False
OILG,,,,Energy,Commodity,nan,nan,False,False
OILU,,,,Energy,Commodity,nan,nan,False,False
OIT,Europe,Northern Europe,United Kingdom,Small Cap,Equity,nan,nan,False,False
OMXS,Europe,Northern Europe,Sweden,Large/Mid Cap,Equity,nan,nan,False,False
ONWD,Europe,Northern Europe,United Kingdom,Small Cap,Equity,nan,nan,False,False
OOA,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
OPEN,,,,Inclusion and Diversity,Equity,nan,nan,False,False
ORIT,,,,Infrastructure,Equity,nan,nan,False,False
OSEC,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
OT1,Europe,Northern Europe,United Kingdom,Technology,VCT,nan,nan,False,False
OT3,Europe,Northern Europe,United Kingdom,Technology,VCT,nan,nan,False,False
OT4,Europe,Northern Europe,United Kingdom,Technology,VCT,nan,nan,False,False
OTV2,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
OUFU,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
OXH,Europe,Northern Europe,United Kingdom,Technology,VCT,nan,nan,False,False
PABC,Asia,Eastern Asia,China,All Cap,Equity,nan,nan,False,False
PABE,,,,Large/Mid Cap,Equity,nan,nan,True,False
PABG,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
PABL,Americas,Northern America,United States,Large Cap,Equity,nan,nan,False,False
PABS,Americas,Northern America,United States,Large Cap,Equity,nan,nan,False,False
PABU,Americas,Northern America,United States,Large Cap,Equity,nan,nan,False,False
PABW,,,,Large/Mid Cap,Equity,nan,nan,False,False
PAC,Asia,,,All Cap,Equity,nan,nan,False,False
PADV,Asia,,,Income,Equity,nan,nan,False,False
PAEM,,,,Large/Mid Cap,Equity,nan,nan,True,False
PAES,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
PAEX,,,,Large/Mid Cap,Equity,nan,nan,True,False
PAJP,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
PAJS,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
PARI,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
PAUS,,,,Large/Mid Cap,Equity,nan,nan,False,False
PAUX,,,,Large/Mid Cap,Equity,nan,nan,False,False
PAVE,,,,Infrastructure,Equity,nan,nan,False,False
PAVG,,,,Infrastructure,Equity,nan,nan,False,False
PAWD,,,,Large/Mid Cap,Equity,nan,nan,False,False
PAWS,,,,Large/Mid Cap,Equity,nan,nan,False,False
PAWZ,,,,Pet Care,Equity,nan,nan,False,False
PAXG,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
PAXJ,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
PAYG,,,,Fintech,Equity,nan,nan,False,False
PBRT,,,,Energy,Commodity,GBP,nan,False,False
PCFT,,,,Financial Services,Equity,nan,nan,False,False
PCGH,,,,Healthcare,Equity,nan,nan,False,False
PCOM,,,,Broad Based,Commodity,nan,nan,False,False
PCRD,,,,Energy,Commodity,GBP,nan,False,False
PCT,,,,Technology,Equity,nan,nan,False,False
PEMB,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
PEMD,,,,Aggregate,Fixed Income,nan,nan,True,False
PETZ,,,,Pet Care,Equity,nan,nan,False,False
PEX,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
PEY,,,,Private Equity,Equity,nan,nan,False,False
PEYS,,,,Private Equity,Equity,nan,nan,False,False
PGOO,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
PHAG,,,,Precious Metals,Commodity,nan,nan,False,False
PHAU,,,,Precious Metals,Commodity,nan,nan,False,False
PHEF,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
PHGP,,,,Precious Metals,Commodity,nan,nan,False,False
PHI,Asia,,,All Cap,Equity,nan,nan,False,False
PHPD,,,,Precious Metals,Commodity,nan,nan,False,False
PHPM,,,,Precious Metals,Commodity,nan,nan,False,False
PHPP,,,,Precious Metals,Commodity,nan,nan,False,False
PHPT,,,,Precious Metals,Commodity,nan,nan,False,False
PHSP,,,,Precious Metals,Commodity,nan,nan,False,False
PIGI,,,,Infrastructure - Digital,Equity,nan,nan,False,False
PIMT,,,,Industrial Metals,Commodity,GBP,nan,False,False
PIN,,,,Private Equity,Equity,nan,nan,False,False
PINT,,,,Infrastructure,Equity,nan,nan,False,False
PLAN,,,,Corporate,Fixed Income,nan,nan,False,False
PLTU,,,,Precious Metals,Commodity,nan,nan,False,False
PMGR,,,,Clean Energy,Equity,nan,nan,False,False
PMLP,Americas,Northern America,United States,Energy Infrastructure,Equity,nan,nan,False,False
PMNT,,,,Fintech,Equity,nan,nan,False,False
PNL,,,,Multi Asset,Multi Asset,nan,nan,False,False
POLN,,,,Aggregate,Fixed Income,nan,nan,False,False
PPDX,,,,Precious Metals,Commodity,nan,nan,False,False
PPTX,,,,Precious Metals,Commodity,nan,nan,False,False
PQVG,Americas,Northern America,United States,Large Cap,Equity,nan,nan,False,False
PQVM,Americas,Northern America,United States,Large Cap,Equity,nan,nan,False,False
PR1T,Americas,Northern America,United States,Government,Fixed Income,nan,nan,False,False
PRAC,Americas,Northern America,United States,Prefs,Fixed Income,nan,nan,False,False
PRAM,,,,Large/Mid Cap,Equity,nan,nan,True,False
PRAU,Americas,Northern America,United States,Large Cap,Equity,nan,nan,False,False
PRFD,Americas,Northern America,United States,Prefs,Fixed Income,nan,nan,False,False
PRFP,Americas,Northern America,United States,Prefs,Fixed Income,nan,nan,False,False
PRIC,Europe,,,Corporate,Fixed Income,nan,nan,False,False
PRIE,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
PRIG,,,,Government,Fixed Income,nan,nan,False,False
PRIJ,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
PRIP,Americas,Northern America,United States,Corporate,Fixed Income,nan,nan,False,False
PRIR,Europe,,,Government,Fixed Income,nan,nan,False,False
PRIT,Americas,Northern America,United States,Government,Fixed Income,nan,nan,False,False
PRIU,Americas,Northern America,United States,Large Cap,Equity,nan,nan,False,False
PRIW,,,,Large/Mid Cap,Equity,nan,nan,False,False
PRIZ,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
